ParkName,State,partySize,RateType,BookingType,Equipment,
Rissers Beach,NS,3,Full,CampsitePermit,LT20ft,
Blomidon,NS,5,Full,CampsitePermit,Tents,
Dollar Lake,NS,6,Full,CampsitePermit,Tents,
Five Islands,ON,2,Full,CampsitePermit,ST,
Caribou Munroes,QC,2,Full,CampsitePermit,ST,
Mira River,NS,3,Full,CampsitePermit,ST,
Amherst Shore,QC,2,Senior,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Mira River,ON,2,Senior,CampsitePermit,LT30ft,
Dollar Lake,NS,6,Full,CampsitePermit,ST,
Caribou Munroes,NS,2,Senior,CampsitePermit,ST,
Valleyview,NS,4,Full,CampsitePermit,LT40ft,
Graves Island,ON,4,Full,CampsitePermit,ST,
Graves Island,NS,2,Senior,CampsitePermit,LT30ft,
Dollar Lake,NB,3,Full,CampsitePermit,LT20ft,
Laurie,NS,4,Full,CampsitePermit,Tents,
Thomas Raddall,NS,2,Full,CampsitePermit,LT20ft,
Boylston,NS,3,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,4,Full,CampsitePermit,LT20ft,
Porters Lake,BC,2,Full,CampsitePermit,LT20ft,
Five Islands,ON,1,Full,CampsitePermit,ST,
Five Islands,QC,5,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Amherst Shore,ON,4,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,LT30ft,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Battery,NS,2,Host,CampsitePermit,ST,
Caribou Munroes,QC,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Battery,NS,3,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,ST,
Smileys,NS,2,Full,CampsitePermit,ST,
Whycocomagh,NS,3,Full,CampsitePermit,Tents,
Porters Lake,NS,4,Full,CampsitePermit,Tents,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,4,Full,CampsitePermit,LT40ft,
Battery,NS,4,Full,CampsitePermit,ST,
Graves Island,NS,2,Senior,CampsitePermit,LT30ft,
Mira River,NS,4,Full,CampsitePermit,LT20ft,
Porters Lake,ON,2,Full,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,ST,
Blomidon,PE,1,Full,CampsitePermit,LT20ft,
Porters Lake,NS,6,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Mira River,NS,4,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,4,Full,CampsitePermit,ST,
Laurie,ON,4,Full,CampsitePermit,LT30ft,
Smileys,NS,3,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Thomas Raddall,NS,3,Full,CampsitePermit,ST,
Mira River,NS,2,FULL,CampsitePermit,LT20ft,
Battery,NS,5,Full,CampsitePermit,LT20ft,
Porters Lake,NS,2,Full,CampsitePermit,LT30ft,
Mira River,NS,4,Full,CampsitePermit,ST,
Caribou Munroes,QC,2,Full,CampsitePermit,ST,
Laurie,QC,2,Senior,CampsitePermit,LT20ft,
Valleyview,NS,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,ON,2,Veteran,CampsitePermit,LT20ft,
Thomas Raddall,NS,4,Full,CampsitePermit,LT20ft,
Battery,NS,2,Senior,CampsitePermit,ST,
Thomas Raddall,NS,8,Full,CampsitePermit,ST,
Thomas Raddall,NS,1,Senior,CampsitePermit,ST,
Thomas Raddall,NS,5,Full,CampsitePermit,ST,
Five Islands,NS,4,Full,CampsitePermit,ST,
Blomidon,ON,2,Full,CampsitePermit,ST,
Graves Island,NS,2,Senior,CampsitePermit,LT40ft,
Salsman,NS,5,Full,CampsitePermit,LT30ft,
Blomidon,ON,2,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,ST,
Laurie,NB,2,Full,CampsitePermit,ST,
Blomidon,BC,2,Full,CampsitePermit,ST,
Graves Island,NS,3,Full,CampsitePermit,ST,
The Islands,ON,6,Full,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,Tents,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,5,Senior,CampsitePermit,LT20ft,
Graves Island,ON,2,Senior,CampsitePermit,LT40ft,
Porters Lake,NS,4,Full,CampsitePermit,LT30ft,
Rissers Beach,MB,2,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT30ft,
Ellenwood Lake,NS,2,Senior,CampsitePermit,LT20ft,
Mira River,NS,2,Full,CampsitePermit,ST,
Mira River,NS,1,Full,CampsitePermit,ST,
Caribou Munroes,NS,3,Full,CampsitePermit,LT30ft,
Amherst Shore,NS,3,Full,CampsitePermit,Tents,
Amherst Shore,BC,2,Full,CampsitePermit,ST,
Dollar Lake,NS,5,Full,CampsitePermit,Tents,
Blomidon,NS,2,Senior,CampsitePermit,ST,
Cape Chignecto,PE,2,Full,BackcountryPermit,ST,
Whycocomagh,ON,2,Senior,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,5,Full,CampsitePermit,Tents,
Blomidon,NS,2,Full,CampsitePermit,ST,
Porters Lake,ON,2,Full,CampsitePermit,ST,
The Islands,NS,3,Full,CampsitePermit,LT20ft,
Whycocomagh,QC,2,Senior,CampsitePermit,LT30ft,
Rissers Beach,QC,2,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,3,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,ST,
Mira River,NS,2,Veteran,CampsitePermit,LT20ft,
Laurie,NS,2,Full,CampsitePermit,ST,
Graves Island,QC,2,Senior,CampsitePermit,LT30ft,
Whycocomagh,NS,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT40ft,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,6,Senior,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Mira River,BC,2,Senior,CampsitePermit,ST,
Smileys,NS,4,Full,CampsitePermit,LT30ft,
Thomas Raddall,NS,3,Full,CampsitePermit,LT20ft,
Porters Lake,NS,4,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,ST,
Laurie,NS,3,Full,CampsitePermit,ST,
Blomidon,NS,4,Full,CampsitePermit,Tents,
Mira River,ON,2,Full,CampsitePermit,ST,
Smileys,NS,2,Senior,CampsitePermit,LT20ft,
Porters Lake,NS,3,Full,CampsitePermit,ST,
Rissers Beach,BC,1,Full,CampsitePermit,ST,
Boylston,ON,4,Full,CampsitePermit,LT20ft,
Porters Lake,NS,6,Full,CampsitePermit,Tents,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Amherst Shore,NB,3,Full,CampsitePermit,ST,
Blomidon,NS,3,Full,CampsitePermit,Tents,
Cape Chignecto,NS,2,Full,BackcountryPermit,ST,
Cape Chignecto,PE,2,Full,BackcountryPermit,ST,
Caribou Munroes,NS,2,Full,CampsitePermit,LT20ft,
Blomidon,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,2,Senior,CampsitePermit,LT20ft,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Graves Island,NB,2,Senior,CampsitePermit,LT30ft,
Porters Lake,NS,4,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,1,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,2,Senior,CampsitePermit,LT30ft,
Salsman,NS,2,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,LT20ft,
Amherst Shore,QC,2,Full,CampsitePermit,ST,
The Islands,NS,2,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Battery,AB,2,Senior,CampsitePermit,ST,
Graves Island,ON,1,Full,CampsitePermit,LT30ft,
Battery,NS,3,Full,CampsitePermit,LT20ft,
Amherst Shore,NB,5,Full,CampsitePermit,ST,
Battery,NS,2,Full,CampsitePermit,LT20ft,
Mira River,QC,2,Full,CampsitePermit,LT30ft,
Blomidon,NS,5,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,4,Full,CampsitePermit,LT30ft,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Graves Island,NS,2,Senior,CampsitePermit,ST,
Smileys,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,5,Full,CampsitePermit,Tents,
Graves Island,NS,2,Senior,CampsitePermit,LT20ft,
Rissers Beach,ON,2,Full,CampsitePermit,LT30ft,
Five Islands,BC,2,Full,CampsitePermit,ST,
Valleyview,NS,2,Senior,CampsitePermit,ST,
Thomas Raddall,NS,3,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Senior,CampsitePermit,LT30ft,
Mira River,NS,3,Full,CampsitePermit,LT20ft,
Graves Island,QC,2,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Amherst Shore,NS,1,Full,CampsitePermit,ST,
Dollar Lake,NS,3,Full,CampsitePermit,LT20ft,
Mira River,NS,2,Full,CampsitePermit,LT20ft,
Five Islands,NS,3,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,LT20ft,
The Islands,QC,2,Full,CampsitePermit,ST,
Blomidon,NB,2,Full,CampsitePermit,ST,
Amherst Shore,QC,4,Full,CampsitePermit,ST,
Graves Island,QC,2,Full,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
The Islands,ON,2,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,3,Full,CampsitePermit,Tents,
Laurie,NS,2,Full,CampsitePermit,ST,
Boylston,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,Tents,
Laurie,NS,2,Senior,CampsitePermit,LT30ft,
Blomidon,QC,2,Full,CampsitePermit,LT20ft,
Smileys,NS,3,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Laurie,NS,3,Full,CampsitePermit,ST,
Mira River,NL,2,Full,CampsitePermit,ST,
Graves Island,QC,3,Full,CampsitePermit,LT30ft,
Caribou Munroes,MB,1,Full,CampsitePermit,ST,
Ellenwood Lake,NS,2,Full,CampsitePermit,ST,
Mira River,NS,3,Veteran,CampsitePermit,LT40ft,
Blomidon,NS,5,Full,CampsitePermit,LT20ft,
Amherst Shore,NS,4,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,3,Full,CampsitePermit,LT20ft,
Whycocomagh,ON,2,Full,CampsitePermit,ST,
Blomidon,AB,2,Full,CampsitePermit,ST,
Graves Island,NS,3,Veteran,CampsitePermit,LT30ft,
Mira River,NS,6,Full,CampsitePermit,ST,
Blomidon,PE,2,Senior,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,Tents,
Graves Island,QC,2,Senior,CampsitePermit,LT20ft,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Porters Lake,ON,1,Full,CampsitePermit,ST,
Rissers Beach,NS,6,Full,CampsitePermit,LT20ft,
Amherst Shore,NS,2,Senior,CampsitePermit,LT20ft,
Graves Island,BC,1,Senior,CampsitePermit,ST,
Caribou Munroes,NS,3,Full,CampsitePermit,LT40ft,
Caribou Munroes,NS,3,Full,CampsitePermit,ST,
Graves Island,ON,3,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,4,Full,CampsitePermit,ST,
Cape Chignecto,NS,1,Full,BackcountryPermit,ST,
Blomidon,NS,1,Full,CampsitePermit,ST,
Blomidon,NS,4,Full,CampsitePermit,Tents,
Blomidon,NS,1,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Five Islands,QC,2,Full,CampsitePermit,ST,
Cape Chignecto,NS,2,Full,BackcountryPermit,ST,
Smileys,NS,4,Full,CampsitePermit,LT20ft,
Mira River,NS,4,Full,CampsitePermit,ST,
Smileys,NS,4,Full,CampsitePermit,ST,
Smileys,BC,3,Senior,CampsitePermit,LT30ft,
Laurie,NS,4,Full,CampsitePermit,LT20ft,
Porters Lake,ON,5,Full,CampsitePermit,LT20ft,
Porters Lake,NS,4,Full,CampsitePermit,LT30ft,
Porters Lake,BC,4,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,2,Host,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Senior,CampsitePermit,LT20ft,
Mira River,NS,2,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,6,Full,CampsitePermit,Tents,
Blomidon,NS,2,Full,CampsitePermit,ST,
Smileys,NS,2,Full,CampsitePermit,LT20ft,
Valleyview,NS,2,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,2,Veteran,CampsitePermit,Tents,
Porters Lake,NS,4,Full,CampsitePermit,LT30ft,
Battery,NS,3,Full,CampsitePermit,ST,
Graves Island,NS,6,Full,CampsitePermit,LT30ft,
Laurie,NS,5,Full,CampsitePermit,ST,
Five Islands,NS,3,Full,CampsitePermit,ST,
Laurie,NS,4,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Cape Chignecto,NS,2,Full,BackcountryPermit,ST,
Whycocomagh,NS,2,Full,YurtPermit,Tents,
Cape Chignecto,ON,1,Full,BackcountryPermit,ST,
Thomas Raddall,NB,2,Senior,CampsitePermit,LT20ft,
Caribou Munroes,QC,2,Full,CampsitePermit,LT20ft,
Blomidon,ON,5,Full,CampsitePermit,ST,
Ellenwood Lake,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,3,Full,CampsitePermit,LT20ft,
Mira River,NS,2,Full,CampsitePermit,LT30ft,
Graves Island,QC,2,Full,CampsitePermit,ST,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
Laurie,NS,2,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,3,Full,CampsitePermit,LT20ft,
Graves Island,NS,4,Full,CampsitePermit,Tents,
Battery,NS,2,Host,CampsitePermit,ST,
Smileys,NS,3,Full,CampsitePermit,Tents,
Graves Island,NS,1,Host,CampsitePermit,ST,
Laurie,NS,6,Full,CampsitePermit,ST,
Laurie,NS,2,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,4,Full,CampsitePermit,ST,
Boylston,NS,1,Full,CampsitePermit,ST,
Amherst Shore,QC,2,Senior,CampsitePermit,LT30ft,
Salsman,NS,4,Full,CampsitePermit,Tents,
Mira River,NS,4,Full,CampsitePermit,ST,
Graves Island,PE,4,Full,CampsitePermit,ST,
Caribou Munroes,NS,4,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,3,Full,CampsitePermit,LT20ft,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Graves Island,ON,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,4,Full,CampsitePermit,LT30ft,
Valleyview,NS,2,Full,CampsitePermit,ST,
Battery,ON,4,Full,CampsitePermit,Tents,
Thomas Raddall,NS,2,Senior,CampsitePermit,LT30ft,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
Graves Island,ON,2,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Laurie,ON,4,Full,CampsitePermit,LT30ft,
Cape Chignecto,NS,14,Full,BackcountryPermit,ST,
Graves Island,NS,5,Full,CampsitePermit,Tents,
Valleyview,NS,2,Full,CampsitePermit,LT30ft,
Whycocomagh,ON,1,Full,CampsitePermit,ST,
Dollar Lake,NS,3,Full,CampsitePermit,ST,
Mira River,BC,1,Senior,CampsitePermit,LT20ft,
Thomas Raddall,NS,4,Full,CampsitePermit,LT40ft,
Caribou Munroes,QC,2,Full,CampsitePermit,ST,
Whycocomagh,NS,4,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,3,Full,CampsitePermit,Tents,
Blomidon,NS,3,Full,CampsitePermit,ST,
Five Islands,NS,2,Senior,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Salsman,NS,2,Full,CampsitePermit,ST,
The Islands,NS,3,Full,CampsitePermit,ST,
Ellenwood Lake,NS,3,Full,CampsitePermit,ST,
Five Islands,NB,2,Full,CampsitePermit,ST,
Whycocomagh,ON,3,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,LT40ft,
Whycocomagh,ON,3,Senior,CampsitePermit,LT20ft,
Cape Chignecto,NB,2,Full,BackcountryPermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,NB,2,Senior,CampsitePermit,ST,
Smileys,QC,2,Full,CampsitePermit,ST,
Laurie,NS,4,Full,CampsitePermit,LT30ft,
Five Islands,QC,2,Senior,CampsitePermit,ST,
Porters Lake,QC,4,Full,CampsitePermit,ST,
The Islands,BC,3,Full,CampsitePermit,ST,
Mira River,NS,4,Full,CampsitePermit,ST,
Rissers Beach,AB,4,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,3,Full,CampsitePermit,LT20ft,
Laurie,NS,2,Full,CampsitePermit,LT30ft,
Battery,NS,2,Full,CampsitePermit,LT30ft,
Battery,BC,2,Senior,CampsitePermit,ST,
Whycocomagh,NS,2,Full,CampsitePermit,LT30ft,
Ellenwood Lake,NS,4,Full,CampsitePermit,ST,
Valleyview,ON,2,Senior,CampsitePermit,ST,
Five Islands,QC,2,Full,CampsitePermit,LT30ft,
Battery,NS,4,Full,CampsitePermit,ST,
Smileys,NS,2,Full,CampsitePermit,LT40ft,
Mira River,NS,2,Full,CampsitePermit,LT40ft,
Thomas Raddall,QC,3,Full,CampsitePermit,ST,
Porters Lake,NS,4,Full,CampsitePermit,Tents,
Rissers Beach,NS,5,Full,CampsitePermit,LT40ft,
The Islands,NS,5,Full,CampsitePermit,ST,
Amherst Shore,QC,5,Full,CampsitePermit,LT40ft,
Thomas Raddall,NS,3,Full,CampsitePermit,ST,
Dollar Lake,NS,6,Full,CampsitePermit,Tents,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Mira River,QC,2,Full,CampsitePermit,LT20ft,
Porters Lake,NS,2,Full,CampsitePermit,LT30ft,
Graves Island,ON,1,Senior,CampsitePermit,ST,
Boylston,AB,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,3,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Smileys,NS,2,Full,CampsitePermit,ST,
The Islands,NS,2,Full,CampsitePermit,LT30ft,
Caribou Munroes,QC,1,Senior,CampsitePermit,ST,
Caribou Munroes,NS,6,Full,CampsitePermit,Tents,
Blomidon,NS,2,Senior,CampsitePermit,LT30ft,
Amherst Shore,NS,3,Full,CampsitePermit,LT30ft,
Ellenwood Lake,NS,4,Full,CampsitePermit,ST,
Blomidon,NB,3,Full,CampsitePermit,ST,
Blomidon,NS,3,Full,CampsitePermit,ST,
Caribou Munroes,NS,2,Full,CampsitePermit,LT20ft,
Graves Island,NS,4,Full,CampsitePermit,LT30ft,
Blomidon,NS,1,Senior,CampsitePermit,ST,
Mira River,NS,2,Senior,CampsitePermit,ST,
Ellenwood Lake,NS,7,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Five Islands,ON,4,Full,CampsitePermit,ST,
Porters Lake,ON,2,Full,CampsitePermit,LT20ft,
Mira River,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,3,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Dollar Lake,NS,5,Full,CampsitePermit,LT20ft,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
Graves Island,NS,2,Full,CampsitePermit,ST,
The Islands,NS,2,Full,CampsitePermit,ST,
Mira River,NS,5,Full,CampsitePermit,LT40ft,
Thomas Raddall,NS,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,2,Senior,CampsitePermit,LT20ft,
Graves Island,ON,5,Full,CampsitePermit,LT20ft,
Porters Lake,NS,4,Full,CampsitePermit,ST,
Laurie,NS,6,Full,CampsitePermit,Tents,
Mira River,NS,5,Full,CampsitePermit,ST,
Valleyview,ON,2,Senior,CampsitePermit,ST,
Thomas Raddall,NS,4,Full,CampsitePermit,Tents,
Amherst Shore,PE,3,Full,CampsitePermit,ST,
Whycocomagh,QC,3,Full,CampsitePermit,LT20ft,
Graves Island,NS,4,Full,CampsitePermit,LT40ft,
Amherst Shore,NB,2,Senior,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Mira River,NB,2,Full,CampsitePermit,ST,
Caribou Munroes,NB,3,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,LT30ft,
Smileys,NS,5,Full,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,ST,
Amherst Shore,NS,4,Full,CampsitePermit,ST,
Caribou Munroes,NS,2,Full,CampsitePermit,ST,
Blomidon,BC,2,Full,CampsitePermit,ST,
Amherst Shore,NB,2,Senior,CampsitePermit,LT30ft,
Rissers Beach,NS,1,Veteran,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,5,Full,CampsitePermit,ST,
Rissers Beach,NS,6,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
The Islands,NS,2,Senior,CampsitePermit,LT20ft,
Amherst Shore,QC,6,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Amherst Shore,NS,5,Full,CampsitePermit,Greater than 40ft,
Five Islands,NS,2,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,ST,
Porters Lake,NS,2,Senior,CampsitePermit,LT30ft,
Mira River,NS,4,Full,CampsitePermit,LT40ft,
Blomidon,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,LT30ft,
Five Islands,NS,4,Full,CampsitePermit,Tents,
Caribou Munroes,NB,6,Full,CampsitePermit,Tents,
Dollar Lake,NS,4,Full,CampsitePermit,Tents,
Whycocomagh,NS,2,Full,YurtPermit,Tents,
Cape Chignecto,NB,2,Full,BackcountryPermit,ST,
Caribou Munroes,NS,6,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,ST,
Porters Lake,NS,4,Full,CampsitePermit,Tents,
Graves Island,NS,2,Senior,CampsitePermit,LT40ft,
Thomas Raddall,NS,2,Senior,CampsitePermit,LT20ft,
Five Islands,QC,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,ON,2,Full,CampsitePermit,LT40ft,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
The Islands,BC,2,Full,CampsitePermit,ST,
Cape Chignecto,NS,2,Full,BackcountryPermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Mira River,QC,5,Full,CampsitePermit,LT40ft,
Salsman,BC,2,Full,CampsitePermit,LT20ft,
Mira River,NS,3,Full,CampsitePermit,ST,
Battery,NS,1,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,Tents,
Porters Lake,NS,2,Senior,CampsitePermit,LT20ft,
Mira River,QC,4,Full,CampsitePermit,LT20ft,
Five Islands,NS,3,Full,CampsitePermit,LT20ft,
Blomidon,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,LT30ft,
Cape Chignecto,NB,2,Full,BackcountryPermit,ST,
Salsman,NS,2,Full,CampsitePermit,LT30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT40ft,
Graves Island,NS,4,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,6,Full,CampsitePermit,Tents,
Five Islands,NS,1,Full,CampsitePermit,LT20ft,
Cape Chignecto,NS,1,Full,BackcountryPermit,ST,
Blomidon,NS,2,Senior,CampsitePermit,ST,
Caribou Munroes,NS,4,Senior,CampsitePermit,LT20ft,
Cape Chignecto,NS,2,Full,BackcountryPermit,ST,
Dollar Lake,NS,5,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,ST,
Porters Lake,NS,4,Full,CampsitePermit,LT20ft,
Whycocomagh,ON,4,Full,CampsitePermit,LT20ft,
Mira River,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,2,Full,CampsitePermit,LT20ft,
Smileys,NS,3,Full,CampsitePermit,ST,
Smileys,NS,4,Full,CampsitePermit,LT30ft,
The Islands,NB,2,Full,CampsitePermit,ST,
Dollar Lake,NS,6,Full,CampsitePermit,ST,
Mira River,NS,2,Senior,CampsitePermit,LT30ft,
Caribou Munroes,ON,2,Full,CampsitePermit,ST,
Five Islands,NS,6,Full,CampsitePermit,Tents,
Ellenwood Lake,NS,6,Full,CampsitePermit,Tents,
Five Islands,NS,5,Full,CampsitePermit,Tents,
Caribou Munroes,NS,2,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,4,Full,CampsitePermit,ST,
Caribou Munroes,NS,3,Full,CampsitePermit,ST,
Porters Lake,QC,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Cape Chignecto,PE,2,Full,BackcountryPermit,ST,
Mira River,NS,2,Full,CampsitePermit,ST,
Mira River,NS,3,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,5,Full,CampsitePermit,LT20ft,
Amherst Shore,NS,4,Full,CampsitePermit,LT20ft,
Mira River,QC,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,4,Full,CampsitePermit,LT30ft,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,4,FULL,CampsitePermit,LT20ft,
Mira River,NS,2,Full,CampsitePermit,ST,
Mira River,NS,6,Full,CampsitePermit,ST,
Porters Lake,NS,4,Full,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,Greater than 40ft,
Rissers Beach,NS,4,Senior,CampsitePermit,Tents,
Battery,AB,2,Senior,CampsitePermit,LT30ft,
Porters Lake,ON,2,Full,CampsitePermit,LT20ft,
