ParkName,State,partySize,RateType,BookingType,Equipment,
Mira River,AB,3,Full,CampsitePermit,Single Tent,
Graves Island,BC,2,Full,CampsitePermit,Less than 30ft,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,QC,4,Full,CampsitePermit,Single Tent,
Amherst Shore,NS,2,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,1,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS,2,Senior,CampsitePermit,Less than 20ft,
Caribou Munroes,BC,1,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,1,Full,CampsitePermit,Less than 30ft,
Five Islands,NS,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Blomidon,NS,3,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,4,Full,CampsitePermit,Tents,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 40ft,
Five Islands,ON,2,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Less than 40ft,
Dollar Lake,NS,6,Full,CampsitePermit,Tents,
Mira River,NS,4,Full,CampsitePermit,Single Tent,
Mira River,NS,6,Full,CampsitePermit,Single Tent,
Rissers Beach,QC,2,Senior,CampsitePermit,Less than 20ft,
Whycocomagh,AB,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,4,Full,CampsitePermit,Less than 30ft,
Five Islands,QC,3,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Amherst Shore,NS,2,Senior,CampsitePermit,Less than 20ft,
Graves Island,NS,1,Full,CampsitePermit,Single Tent,
Smileys,NS,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 40ft,
Porters Lake,NB,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,3,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,BC,2,Full,CampsitePermit,Greater than 40ft,
Five Islands,NS,2,Senior,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Blomidon,NS,2,Senior,CampsitePermit,Less than 30ft,
Graves Island,NS,2,Senior,CampsitePermit,Less than 30ft,
Porters Lake,NS,3,Full,CampsitePermit,Less than 20ft,
Mira River,NS,2,Full,CampsitePermit,Less than 30ft,
Mira River,NS,2,Full,CampsitePermit,Less than 30ft,
The Islands,NS,5,Full,CampsitePermit,Tents,
Amherst Shore,NS,2,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Tents,
Caribou Munroes,NS,2,Senior,CampsitePermit,Less than 30ft,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Blomidon,ON,2,Senior,CampsitePermit,Single Tent,
Cape Chignecto,NS,2,Full,BackcountryPermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Single Tent,
Smileys,NS,2,Full,CampsitePermit,Less than 30ft,
Mira River,NS,2,Full,CampsitePermit,Less than 20ft,
Graves Island,ON,3,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Laurie,NS,3,Full,CampsitePermit,Single Tent,
Battery,QC,2,Senior,CampsitePermit,Less than 40ft,
Laurie,NS,4,Full,CampsitePermit,Single Tent,
Porters Lake,ON,2,Full,CampsitePermit,Single Tent,
Five Islands,QC,2,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Battery,BC,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Single Tent,
Blomidon,QC,1,Full,CampsitePermit,Single Tent,
Graves Island,ON,2,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,ON,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Senior,CampsitePermit,Less than 20ft,
Dollar Lake,NS,4,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,2,Senior,CampsitePermit,Less than 30ft,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,5,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NB,1,Senior,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Laurie,NS,2,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 20ft,
Five Islands,ON,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,NS,6,Full,CampsitePermit,Tents,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,ON,3,Full,CampsitePermit,Single Tent,
Porters Lake,NS,3,Full,CampsitePermit,Tents,
Battery,NS,1,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,5,Full,CampsitePermit,Tents,
Caribou Munroes,NS,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,NS,4,Full,CampsitePermit,Tents,
Graves Island,NS,2,Senior,CampsitePermit,Less than 20ft,
Battery,NS,2,Full,CampsitePermit,Single Tent,
Mira River,NS,5,Full,CampsitePermit,Single Tent,
Thomas Raddall,QC,1,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,2,Full,CampsitePermit,Less than 20ft,
Valleyview,NS,2,Full,CampsitePermit,Single Tent,
Laurie,QC,4,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NB,2,Full,CampsitePermit,Single Tent,
Laurie,ON,2,Full,CampsitePermit,Tents,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Blomidon,ON,2,Full,CampsitePermit,Single Tent,
Laurie,NS,1,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,ON,1,Senior,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS,2,Full,BackcountryPermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Tents,
Graves Island,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Senior,CampsitePermit,Less than 30ft,
Mira River,NS,4,Full,CampsitePermit,Less than 40ft,
Blomidon,NS,4,Full,CampsitePermit,Less than 30ft,
Whycocomagh,NS,5,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS,4,Full,CampsitePermit,Less than 40ft,
Blomidon,NB,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,ON,2,Full,CampsitePermit,Single Tent,
Blomidon,NB,5,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,Single Tent,
Battery,NS,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,QC,4,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NB,2,Full,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Less than 40ft,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,ON,2,Full,BackcountryPermit,Single Tent,
Caribou Munroes,NS,3,Senior,CampsitePermit,Less than 40ft,
Caribou Munroes,NS,6,Full,CampsitePermit,Tents,
Graves Island,ON,1,Full,CampsitePermit,Single Tent,
Laurie,NS,1,Senior,CampsitePermit,Single Tent,
Smileys,NS,4,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,BC,2,Full,CampsitePermit,Single Tent,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Battery,QC,2,Senior,CampsitePermit,Less than 30ft,
Cape Chignecto,NS,2,Full,BackcountryPermit,Single Tent,
Smileys,NS,2,Senior,CampsitePermit,Less than 20ft,
Laurie,AB,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 20ft,
Five Islands,NS,6,Full,CampsitePermit,Tents,
Battery,NB,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,ON,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS,3,Full,CampsitePermit,Tents,
Rissers Beach,NS,5,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,5,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 30ft,
Battery,PE,3,Full,CampsitePermit,Single Tent,
Amherst Shore,NS,3,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,NS,4,Full,CampsitePermit,Single Tent,
Laurie,NS,3,Full,CampsitePermit,Less than 40ft,
Mira River,ON,2,Senior,CampsitePermit,Less than 30ft,
Mira River,NS,2,Full,CampsitePermit,Less than 30ft,
Battery,NS,1,Full,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 20ft,
The Islands,NS,2,Full,CampsitePermit,Tents,
Caribou Munroes,QC,4,Full,CampsitePermit,Single Tent,
Battery,NS,2,Full,CampsitePermit,Less than 20ft,
Five Islands,NB,2,Full,CampsitePermit,Single Tent,
Laurie,NS,5,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Salsman,NS,4,Full,CampsitePermit,Tents,
Whycocomagh,ON,3,Senior,CampsitePermit,Tents,
Graves Island,NS,4,Senior,CampsitePermit,Less than 40ft,
Graves Island,NS,3,Full,CampsitePermit,Less than 30ft,
Laurie,NS,2,Full,CampsitePermit,Single Tent,
Battery,NS,5,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Five Islands,NS,2,Senior,CampsitePermit,Less than 30ft,
Ellenwood Lake,NS,4,Full,CampsitePermit,Single Tent,
Smileys,NS,6,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS,1,Full,BackcountryPermit,Single Tent,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Five Islands,QC,2,Full,CampsitePermit,Tents,
Cape Chignecto,NB,4,Full,BackcountryPermit,Single Tent,
Blomidon,NS,4,Full,CampsitePermit,Less than 20ft,
Blomidon,QC,2,Full,CampsitePermit,Less than 40ft,
The Islands,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,4,Full,CampsitePermit,Single Tent,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Porters Lake,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,4,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,QC,2,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,4,Full,CampsitePermit,Tents,
Mira River,QC,2,Senior,CampsitePermit,Single Tent,
Rissers Beach,QC,2,Full,CampsitePermit,Single Tent,
Laurie,NS,8,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Blomidon,MB,2,Full,CampsitePermit,Single Tent,
Mira River,AB,2,Full,CampsitePermit,Less than 30ft,
Graves Island,QC,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,ON,3,Full,CampsitePermit,Less than 20ft,
Graves Island,AB,2,Full,CampsitePermit,Single Tent,
Blomidon,NS,2,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,QC,1,Full,CampsitePermit,Single Tent,
Amherst Shore,NS,1,Full,CampsitePermit,Single Tent,
Porters Lake,NS,6,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,5,Full,CampsitePermit,Tents,
Rissers Beach,NS,6,Full,CampsitePermit,Less than 20ft,
Smileys,NB,2,Full,CampsitePermit,Less than 20ft,
Mira River,ON,2,Senior,CampsitePermit,Single Tent,
Blomidon,ON,1,Full,CampsitePermit,Single Tent,
Rissers Beach,ON,1,Full,CampsitePermit,Single Tent,
Laurie,NS,2,Full,CampsitePermit,Less than 30ft,
Laurie,NS,2,Full,CampsitePermit,Less than 30ft,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Laurie,NS,2,Full,CampsitePermit,Less than 40ft,
Laurie,NS,2,Full,CampsitePermit,Less than 40ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Blomidon,ON,2,Senior,CampsitePermit,Single Tent,
Graves Island,QC,2,Full,CampsitePermit,Less than 20ft,
Amherst Shore,QC,2,Full,CampsitePermit,Single Tent,
Porters Lake,NS,4,Veteran,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,3,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Single Tent,
Whycocomagh,AB,1,Full,CampsitePermit,Single Tent,
Amherst Shore,NS,5,Full,CampsitePermit,Less than 30ft,
Mira River,ON,3,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,3,Full,CampsitePermit,Less than 30ft,
Five Islands,BC,2,Senior,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Single Tent,
Graves Island,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS,1,Full,CampsitePermit,Single Tent,
Five Islands,ON,2,Full,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Single Tent,
Whycocomagh,QC,4,Full,CampsitePermit,Less than 20ft,
Rissers Beach,ON,4,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,4,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,5,Full,CampsitePermit,Single Tent,
Cape Chignecto,NB,2,Full,BackcountryPermit,Single Tent,
Ellenwood Lake,NS,4,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,6,Full,CampsitePermit,Single Tent,
Amherst Shore,ON,1,Senior,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,2,Senior,CampsitePermit,Less than 20ft,
Valleyview,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Senior,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Boylston,NS,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,4,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Smileys,NS,6,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Senior,CampsitePermit,Tents,
Laurie,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,1,Full,CampsitePermit,Single Tent,
Five Islands,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,NS,3,Full,CampsitePermit,Single Tent,
Valleyview,ON,4,Full,CampsitePermit,Single Tent,
Laurie,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,6,Full,CampsitePermit,Single Tent,
Porters Lake,NS,3,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,8,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,3,Full,CampsitePermit,Single Tent,
Smileys,PE,2,Full,CampsitePermit,Single Tent,
Battery,ON,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,4,Full,CampsitePermit,Less than 30ft,
Amherst Shore,NS,4,Full,CampsitePermit,Tents,
Laurie,NS,2,Full,CampsitePermit,Less than 40ft,
Battery,NS,2,Senior,CampsitePermit,Single Tent,
Cape Chignecto,NS,1,Full,BackcountryPermit,Single Tent,
Laurie,NB,2,Full,CampsitePermit,Single Tent,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Five Islands,NB,2,Senior,CampsitePermit,Single Tent,
Blomidon,NS,3,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Full,CampsitePermit,Less than 20ft,
Amherst Shore,ON,2,Full,CampsitePermit,Less than 40ft,
Graves Island,NS,4,Full,CampsitePermit,Tents,
Cape Chignecto,NS,2,Full,BackcountryPermit,Single Tent,
Valleyview,NS,1,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Whycocomagh,QC,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NB,4,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Full,CampsitePermit,Tents,
Porters Lake,NS,4,Full,CampsitePermit,Less than 30ft,
Cape Chignecto,NS,2,Full,BackcountryPermit,Single Tent,
Battery,NS,2,Senior,CampsitePermit,Single Tent,
Five Islands,NS,2,Full,CampsitePermit,Less than 20ft,
Blomidon,QC,2,Full,CampsitePermit,Less than 20ft,
Mira River,QC,2,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Laurie,AB,2,Full,CampsitePermit,Single Tent,
The Islands,AB,2,Senior,CampsitePermit,Less than 30ft,
Graves Island,NS,2,Full,CampsitePermit,Single Tent,
Laurie,NS,4,Full,CampsitePermit,Less than 30ft,
Battery,QC,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,1,Full,CampsitePermit,Tents,
Cape Chignecto,NB,1,Full,BackcountryPermit,Single Tent,
Thomas Raddall,NS,5,Full,CampsitePermit,Tents,
Porters Lake,NS,4,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,3,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,3,Full,CampsitePermit,Less than 30ft,
Graves Island,ON,1,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,1,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,6,Senior,CampsitePermit,Less than 30ft,
Porters Lake,NS,3,Full,CampsitePermit,Less than 40ft,
Porters Lake,NS,2,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,6,Full,CampsitePermit,Tents,
Dollar Lake,NS,6,Full,CampsitePermit,Tents,
Thomas Raddall,QC,2,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Senior,CampsitePermit,Less than 20ft,
Porters Lake,NS,1,Full,CampsitePermit,Single Tent,
Amherst Shore,ON,2,Full,CampsitePermit,Single Tent,
Graves Island,PE,2,Full,CampsitePermit,Less than 40ft,
Smileys,NS,1,Full,CampsitePermit,Less than 20ft,
Graves Island,QC,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,2,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,4,Veteran,CampsitePermit,Tents,
Dollar Lake,NS,7,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Less than 40ft,
Cape Chignecto,NS,2,Full,BackcountryPermit,Single Tent,
Mira River,ON,3,Full,CampsitePermit,Single Tent,
Graves Island,NS,4,Full,CampsitePermit,Less than 40ft,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 20ft,
Mira River,QC,2,Full,CampsitePermit,Tents,
Mira River,NS,4,Full,CampsitePermit,Less than 40ft,
Whycocomagh,ON,6,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS,3,Full,CampsitePermit,Single Tent,
Ellenwood Lake,ON,2,Senior,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Five Islands,QC,2,Full,CampsitePermit,Single Tent,
Laurie,NS,4,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Porters Lake,NS,4,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,4,Veteran,CampsitePermit,Less than 20ft,
Graves Island,NS,4,Full,CampsitePermit,Less than 20ft,
Laurie,NS,4,Full,CampsitePermit,Less than 30ft,
Five Islands,QC,2,Full,CampsitePermit,Single Tent,
Battery,QC,1,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,BC,2,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,NS,3,Full,CampsitePermit,Tents,
Graves Island,NS,6,Full,CampsitePermit,Tents,
Thomas Raddall,PE,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Battery,NL,2,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,4,Full,CampsitePermit,Tents,
Thomas Raddall,QC,3,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,1,Full,CampsitePermit,Single Tent,
Caribou Munroes,QC,1,Full,CampsitePermit,Single Tent,
Blomidon,BC,1,Senior,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 40ft,
Caribou Munroes,NS,6,Full,CampsitePermit,Tents,
Whycocomagh,BC,1,Full,CampsitePermit,Single Tent,
Mira River,QC,2,Full,CampsitePermit,Single Tent,
Valleyview,NS,2,Full,CampsitePermit,Less than 30ft,
Ellenwood Lake,NS,5,Full,CampsitePermit,Tents,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Less than 30ft,
Cape Chignecto,ON,2,Full,BackcountryPermit,Single Tent,
Five Islands,BC,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,1,Full,CampsitePermit,Single Tent,
Blomidon,ON,2,Full,CampsitePermit,Single Tent,
Porters Lake,QC,2,Senior,CampsitePermit,Less than 30ft,
Five Islands,AB,2,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Valleyview,NB,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,4,Full,CampsitePermit,Less than 30ft,
Amherst Shore,NS,5,Full,CampsitePermit,Tents,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Single Tent,
Blomidon,BC,2,Senior,CampsitePermit,Less than 20ft,
Mira River,NS,4,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,4,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,6,Senior,CampsitePermit,Less than 30ft,
Laurie,NS,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Smileys,NS,3,Full,CampsitePermit,Less than 30ft,
Amherst Shore,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 40ft,
Ellenwood Lake,NS,5,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,FULL,CampsitePermit,Less than 30ft,
Amherst Shore,NS,4,Senior,CampsitePermit,Less than 30ft,
Five Islands,NS,3,Full,CampsitePermit,Single Tent,
Blomidon,NS,4,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Single Tent,
Blomidon,NS,5,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Full,CampsitePermit,Single Tent,
Mira River,QC,2,Full,CampsitePermit,Single Tent,
Graves Island,BC,1,Full,CampsitePermit,Single Tent,
Thomas Raddall,ON,2,Full,CampsitePermit,Less than 30ft,
Amherst Shore,QC,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Five Islands,QC,3,Full,CampsitePermit,Single Tent,
Porters Lake,NS,6,Full,CampsitePermit,Tents,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Five Islands,NS,3,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,2,Full,CampsitePermit,Single Tent,
Amherst Shore,NB,3,Full,CampsitePermit,Tents,
Graves Island,NS,4,Veteran,CampsitePermit,Less than 20ft,
Caribou Munroes,NS,3,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS,5,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS,6,Full,CampsitePermit,Single Tent,
Blomidon,NS,2,Full,CampsitePermit,Less than 30ft,
Whycocomagh,AB,2,Senior,CampsitePermit,Less than 30ft,
Graves Island,NS,4,Senior,CampsitePermit,Less than 20ft,
